,Report Number,Report Date,Occur Date,Occur Time,Possible Date,Possible Time,Beat,Apartment Office Prefix,Apartment Number,Location,Shift Occurence,Location Type,UCR Literal,IBR Code,Neighborhood,NPU,Latitude,Longitude
135,90020758,2009-01-02,2009-01-02,1220,2009-01-02,1230.0,201.0,,,1135 PEACHTREE BATTLE AVE NW,Day Watch,20,BURGLARY-RESIDENCE,2202,Wesley Battle,C,33.82631,-84.42499999999998
136,90020764,2009-01-02,2009-01-02,0830,2009-01-02,1330.0,404.0,,,1575 ROGERS AVE,Day Watch,20,BURGLARY-RESIDENCE,2202,Westview,T,33.73751,-84.43922
137,90020796,2009-01-02,2008-12-01,1200,2009-01-02,1400.0,614.0,,,516 PONCE DE LEON AVE NE,Day Watch,5,BURGLARY-RESIDENCE,2202,Midtown,E,33.77435,-84.36995
138,90020958,2009-01-02,2009-01-02,1527,2009-01-02,1527.0,612.0,,,724 BROWNWOOD AVE SE,Evening Watch,20,BURGLARY-RESIDENCE,2202,East Atlanta,W,33.73439,-84.34780999999998
139,90020960,2009-01-02,2009-01-02,1030,2009-01-02,1430.0,103.0,,,1810 QUEEN ST NW,Evening Watch,20,BURGLARY-RESIDENCE,2202,Bolton,D,33.81641,-84.44718
140,90020980,2009-01-02,2009-01-02,0730,2009-01-02,1515.0,406.0,,,2300 HIGHVIEW RD SW,Evening Watch,20,BURGLARY-RESIDENCE,2202,Beecher Hills,I,33.72927,-84.46333
141,90021117,2009-01-02,2008-12-20,1000,2009-01-02,1642.0,114.0,,,452 CAMROSE WAY,Evening Watch,20,BURGLARY-RESIDENCE,2202,Fairburn Heights,H,33.76757,-84.50623
142,90021164,2009-01-02,2009-01-01,2100,2009-01-02,1701.0,110.0,,B-14,1220 GUN CLUB RD NW,Evening Watch,26,BURGLARY-RESIDENCE,2202,Almond Park,G,33.78752,-84.45789
143,90021312,2009-01-02,2009-01-02,0800,2009-01-02,1815.0,110.0,,,1633 ABNER TER NW,Evening Watch,20,BURGLARY-RESIDENCE,2202,Carver Hills,G,33.80017,-84.46371
144,90021442,2009-01-02,2008-12-18,0700,2009-01-02,1930.0,605.0,,,744 BERNE ST SE,Evening Watch,20,BURGLARY-RESIDENCE,2202,Grant Park,W,33.7368,-84.36302
145,90021487,2009-01-02,2009-01-02,1200,2009-01-02,1900.0,311.0,,4G,532 CLEVELEAND AVE,Evening Watch,26,BURGLARY-RESIDENCE,2202,Browns Mill Park,Z,33.68111,-84.39373
146,90021504,2009-01-02,2008-12-31,0830,2009-01-02,2000.0,605.0,,,900 MARION AVE SE,Evening Watch,20,BURGLARY-RESIDENCE,2202,Grant Park,W,33.7299,-84.36561
147,90021509,2009-01-02,2009-01-02,2010,2009-01-02,2030.0,611.0,,,378 ASHBURTON AVE SE,Evening Watch,20,BURGLARY-RESIDENCE,2202,East Lake,O,33.74223,-84.29309999999998
148,90021534,2009-01-02,2009-01-02,1815,2009-01-02,2000.0,410.0,,P-5,1991 DELOWE DR SW,Morning Watch,26,BURGLARY-RESIDENCE,2202,Campbellton Road,R,33.70103,-84.45746
149,90021540,2009-01-02,2009-01-02,2020,2009-01-02,2040.0,611.0,,,446 ASHBURTON AVE SE,Evening Watch,20,BURGLARY-RESIDENCE,2202,East Lake,O,33.74036,-84.29314999999998
150,90021577,2009-01-02,2008-12-18,0500,2009-01-02,2045.0,104.0,,215,965 CUNNINGHAM PL SW,Evening Watch,26,BURGLARY-RESIDENCE,2202,Harris Chiles,T,33.74333,-84.41964
151,90021589,2009-01-02,2009-01-02,1830,2009-01-02,2100.0,605.0,,,642 KILLIAN ST SE,Evening Watch,20,BURGLARY-RESIDENCE,2202,Grant Park,W,33.73781,-84.36654
152,90020012,2009-01-02,2009-01-02,0001,2009-01-02,10.0,506.0,,,JAMES P BRAWLEY DR NW / JETT ST NW,Morning Watch,13,AGG ASSAULT,1399,English Avenue,L,33.76733,-84.41258999999998
153,90021632,2009-01-02,2009-01-02,2130,2009-01-02,2130.0,404.0,,,1921 WESTWOOD AVE SW,Evening Watch,20,BURGLARY-RESIDENCE,2202,Westwood Terrace,I,33.73907,-84.45048
154,90021708,2009-01-02,2009-01-02,1600,2009-01-02,2230.0,401.0,,,1247 GREENWICH ST SW,Evening Watch,20,BURGLARY-RESIDENCE,2202,West End,T,33.74406,-84.42848999999998
155,90021820,2009-01-02,2009-01-02,2130,2009-01-02,2230.0,414.0,,,3290 WELLINGTON WALK SW,Morning Watch,20,BURGLARY-RESIDENCE,2202,Princeton Lakes,P,33.66011,-84.51684
156,90021835,2009-01-02,2009-01-02,2000,2009-01-02,2355.0,612.0,,,1582 MCPHERSON AVE SE,Morning Watch,20,BURGLARY-RESIDENCE,2202,East Atlanta,W,33.74416,-84.33591
157,90020070,2009-01-02,2009-01-02,0105,2009-01-02,110.0,404.0,,,731 CASCADE AVE SW,Morning Watch,20,AGG ASSAULT,1315,Westview,T,33.73527,-84.4367
158,90020046,2009-01-02,2009-01-02,0005,2009-01-02,45.0,503.0,,,989 SPRING ST NW,Morning Watch,,AGG ASSAULT,1315K,Midtown,E,33.7817,-84.38894
159,90020750,2009-01-02,2009-01-02,1300,2009-01-02,1320.0,511.0,,,82 PEACHTREE ST,Day Watch,8,AGG ASSAULT,1315K,Downtown,M,33.75241,-84.39174
160,90021500,2009-01-02,2009-01-02,1920,2009-01-02,2000.0,302.0,,,337 FLETCHER ST SW,Evening Watch,13,AGG ASSAULT,1315K,Pittsburgh,V,33.72578,-84.39909
161,90021576,2009-01-02,2009-01-01,0300,,,603.0,,,697 RALPH MCGILL BLVD,Evening Watch,20,AGG ASSAULT,1315K,Old Fourth Ward,M,33.76498,-84.36441
162,90021616,2009-01-02,2009-01-02,2125,2009-01-02,2135.0,410.0,,182,1860 HONEYSUCKLE LN SW,Evening Watch,26,AGG ASSAULT,1314,Campbellton Road,R,33.70676,-84.45353
163,90021437,2009-01-02,2009-01-02,1925,2009-01-02,1930.0,409.0,,,2159 CAMPBELLTON RD SW,Evening Watch,21,ROBBERY-COMMERCIAL,1201,Adams Park,R,33.70577,-84.45958
164,90021690,2009-01-02,2009-01-02,2220,2009-01-02,2225.0,211.0,,,2608 PIEDMONT RD NE,Unknown,21,ROBBERY-COMMERCIAL,1201,Lindbergh/Morosgo,B,33.82595,-84.36772999999998
165,90021154,2009-01-02,2009-01-02,1645,2009-01-02,1700.0,406.0,,,2414 HERRING RD SW,Evening Watch,18,ROBBERY-PEDESTRIAN,1204,Cascade Avenue/Road,S,33.72362,-84.46255999999998
166,90021180,2009-01-02,2008-12-31,1700,2008-12-31,1700.0,307.0,,,1660 JONESBORO RD,Evening Watch,7,ROBBERY-PEDESTRIAN,1204,Lakewood Heights,Y,33.70665,-84.37927
167,90021291,2009-01-02,2009-01-02,1800,2009-01-02,1805.0,304.0,,,207 ORMOND ST SE,Unknown,,ROBBERY-PEDESTRIAN,1204,Peoplestown,V,33.73139,-84.38111
168,90021733,2009-01-02,2009-01-02,1800,2009-01-02,1810.0,303.0,,,656 MCDANIEL ST SW,Evening Watch,13,ROBBERY-PEDESTRIAN,1204,Mechanicsville,V,33.73702,-84.40164
169,90010799,2009-01-02,2009-01-01,0800,2009-01-01,945.0,305.0,,,548 LYNNHAVEN DR SW,Morning Watch,20,AUTO THEFT,2424,South Atlanta,Y,33.71768,-84.38445
170,90020878,2009-01-02,2009-01-02,1440,2009-01-02,1440.0,612.0,,1108,1200 GLENWOOD AVE SE,Evening Watch,26,ROBBERY-RESIDENCE,1209,East Atlanta,W,33.74026,-84.34831
171,90020008,2009-01-02,2009-01-01,1630,2009-01-02,2.0,312.0,,517,2762 VINEYARDS DR SE,Morning Watch,18,AUTO THEFT,2424,Rosedale Heights,Z,33.67957,-84.36996
172,90020439,2009-01-02,2008-12-31,1330,2009-01-01,710.0,301.0,,,510 MELLVIEW AVE SW,Day Watch,18,AUTO THEFT,2424,Capitol View Manor,X,33.71754,-84.40439999999998
173,90020541,2009-01-02,2009-01-02,0300,2009-01-02,1044.0,410.0,,421,2280 CAMPBELLTON RD SW,Day Watch,18,AUTO THEFT,2424,Campbellton Road,R,33.70473,-84.4623
174,90020813,2009-01-02,2009-01-01,2200,2009-01-02,1356.0,505.0,,,835 PIEDMONT AVE NE,Day Watch,13,AUTO THEFT,2424,Midtown,E,33.77762,-84.38059
175,90021210,2009-01-02,2009-01-02,1700,2009-01-02,1720.0,107.0,,,2005 BAKER RD NW,Evening Watch,20,AUTO THEFT,2424,Grove Park,J,33.77027,-84.45261
176,90021348,2009-01-02,2009-01-02,1820,2009-01-02,1840.0,107.0,,,1830 DETROIT AVE NW,Evening Watch,20,AUTO THEFT,2424,Grove Park,J,33.76673,-84.44686
177,90021674,2009-01-02,2009-01-02,1930,2009-01-02,2130.0,411.0,,K14,3200 STONE RD SW,Morning Watch,26,AUTO THEFT,2424A,Greenbriar,R,33.6697,-84.49402999999998
178,90021706,2009-01-02,2009-01-01,1800,2009-01-02,1600.0,303.0,,,I-75SB @ I-20,Evening Watch,13,AUTO THEFT,2424,Mechanicsville,V,33.74497,-84.39036
179,90020165,2009-01-02,2009-01-02,0115,2009-01-02,245.0,301.0,,,752 BROOKLINE ST SW,Morning Watch,20,AUTO THEFT,2404,Adair Park,V,33.72687,-84.41222
180,90020245,2009-01-02,2009-01-01,2330,2009-01-02,527.0,605.0,,,775 MERCER ST SE,Morning Watch,13,AUTO THEFT,2404A,Grant Park,W,33.7352,-84.3621
181,90020406,2009-01-02,2009-01-01,2100,2009-01-02,900.0,104.0,,,1095 FOUNTAIN DR SW,Day Watch,20,AUTO THEFT,2404,Ashview Heights,T,33.75181,-84.42359999999998
182,90020458,2009-01-02,2008-12-31,2000,2009-01-02,1000.0,613.0,,,831 KINGS CT NE;,Unknown,13,AUTO THEFT,2404A,Morningside/Lenox Park,F,33.78844,-84.35989999999998
183,90020524,2009-01-02,2009-01-02,0001,2009-01-02,1031.0,303.0,,3303,500 MCDANIEL ST SW,Day Watch,18,AUTO THEFT,2404,Mechanicsville,V,33.74121,-84.40268
184,90020649,2009-01-02,2009-01-01,2300,2009-01-02,1100.0,614.0,,,886 VEDADO WAY NE,Day Watch,20,AUTO THEFT,2404,Midtown,E,33.77878,-84.37169
185,90020701,2009-01-02,2009-01-01,2300,2009-01-02,200.0,310.0,,,2292 CAREY DR SE,Unknown,,AUTO THEFT,2404A,Lakewood,Z,33.69152,-84.36969999999998
186,90020808,2009-01-02,2008-12-22,1200,2008-12-22,2300.0,304.0,,,I-75  NORTH @ I-20 EAST,Evening Watch,13,AUTO THEFT,2404,Summerhill,V,33.74485,-84.39005
187,90020923,2009-01-02,2008-12-28,1700,2008-12-29,1300.0,303.0,,,FULTON ST SW / PRYOR ST SW,Evening Watch,18,AUTO THEFT,2404,Mechanicsville,V,33.7419,-84.39452
188,90020989,2009-01-02,2009-01-02,1345,2009-01-02,1400.0,212.0,,,2335 CHESHIRE BRIDGE RD NE,Evening Watch,18,AUTO THEFT,2404,Lindridge/Martin Manor,F,33.81889,-84.35136
189,90021099,2009-01-02,2008-12-31,0300,2009-01-02,1630.0,107.0,,,423 ILLINOIS AVE NW,Evening Watch,20,AUTO THEFT,2404,Grove Park,J,33.76674,-84.45153
190,90021475,2009-01-02,2009-01-02,1800,2009-01-02,1800.0,304.0,,211,811 HANK AARON DR SW,Evening Watch,26,AUTO THEFT,2404,Summerhill,V,33.73255,-84.38803
191,90020795,2009-01-02,2008-12-28,1800,2008-12-30,1800.0,613.0,,B-6,1445 MONROE DR NE;,Day Watch,26,LARCENY-NON VEHICLE,2399,Morningside/Lenox Park,F,33.7945,-84.36336
192,90021163,2009-01-02,2009-01-02,1243,2009-01-02,1630.0,206.0,,,111 PEACHTREE BATTLE AVE NW,Unknown,20,LARCENY-NON VEHICLE,2399,Peachtree Heights West,B,33.8213,-84.39105
193,90021346,2009-01-02,2009-01-02,1835,2009-01-02,1840.0,614.0,,,931 MONROE DR NE,Evening Watch,21,LARCENY-NON VEHICLE,2399,Midtown,E,33.77973,-84.36759999999998
194,90021532,2009-01-02,2008-12-31,2200,2009-01-02,1500.0,604.0,APT,P,691 JOHN WESLEY DOBBS AVE NE,Evening Watch,26,LARCENY-NON VEHICLE,2399,Old Fourth Ward,M,33.75934,-84.36476999999998
195,90021621,2009-01-02,2009-01-02,2025,2009-01-02,2035.0,603.0,,,356 BOULEVARD NE,Evening Watch,23,LARCENY-NON VEHICLE,2399,Old Fourth Ward,M,33.76421,-84.37206
196,90021829,2009-01-02,2009-01-02,1000,2009-01-02,2300.0,503.0,,,44 10TH ST NE,Morning Watch,21,LARCENY-NON VEHICLE,2399,Midtown,E,33.78155,-84.38603999999998
197,90021833,2009-01-02,2009-01-02,2230,2009-01-02,2345.0,210.0,,A-8,2657 LENOX RD NE,Morning Watch,26,LARCENY-NON VEHICLE,2399,Pine Hills,B,33.82662,-84.35357999999998
198,83560941,2009-01-02,2008-12-21,0734,2008-12-21,1400.0,506.0,,,471 PAINES ST,Day Watch,20,LARCENY-NON VEHICLE,2399,English Avenue,L,33.76758,-84.41441
